Customer_ID,Age,Annual_Income,Credit_Limit,Balance,Purchases,Payment_Ratio,Late_Payments,Utilization,Risk_Level
44608,60,1038271,782867,573219,229286,0.6,8,0.73,High Risk
44609,61,1853848,516348,266602,573015,0.68,6,0.52,High Risk
44610,64,1202122,710095,315959,204109,0.6,9,0.44,High Risk
44611,38,1030999,446601,95928,318474,0.64,7,0.21,High Risk
44612,37,1315033,934243,976728,182793,0.73,5,1.05,High Risk
44613,28,352098,174396,127961,77521,0.31,4,0.73,Medium Risk
44614,40,1252647,975867,1107207,142515,0.68,2,1.13,High Risk
44615,31,1979598,420569,309255,375719,0.44,6,0.74,High Risk
44616,50,1290153,849021,622269,481264,0.85,5,0.73,Medium Risk
44617,47,350285,675514,287015,30106,0.72,8,0.42,High Risk
44618,59,440036,915276,585902,55197,0.45,8,0.64,High Risk
44619,34,824401,229581,36009,201186,0.71,6,0.16,High Risk
44620,62,562434,348343,164908,54451,0.5,2,0.47,Low Risk
44621,35,422823,574024,224338,44505,0.35,9,0.39,High Risk
44622,32,667117,208392,126602,44344,0.32,7,0.61,High Risk
44623,40,724000,451679,220594,186384,0.96,9,0.49,High Risk
44624,37,1101699,879862,949984,378708,0.95,0,1.08,High Risk
44625,60,1844088,372912,53419,716948,0.57,3,0.14,Low Risk
44626,46,1828711,968170,341737,666919,0.61,5,0.35,Low Risk
44627,34,1920793,991796,180588,465800,0.39,1,0.18,Low Risk
44628,45,1753620,227023,171245,588997,0.6,3,0.75,Medium Risk
44629,46,361964,739007,768008,23696,0.4,5,1.04,High Risk
44630,67,1221327,587295,428797,343868,0.97,2,0.73,Medium Risk
44631,45,1722287,590494,100525,101811,0.76,8,0.17,High Risk
44632,45,973949,631199,174764,219048,0.33,3,0.28,Low Risk
44633,47,202326,503148,164697,34038,0.6,4,0.33,Low Risk
44634,63,1478167,474871,245007,376409,0.43,4,0.52,Low Risk
44635,32,1107259,95968,84269,352591,0.38,4,0.88,Medium Risk
44636,40,1772552,410743,442424,494874,0.67,3,1.08,High Risk
44637,36,1056573,571542,661057,121181,0.82,0,1.16,High Risk
44638,45,1810322,554417,130018,574412,0.77,8,0.23,High Risk
44639,47,313882,451516,248827,97325,0.78,5,0.55,Low Risk
44640,38,1516967,465030,117164,231572,0.7,4,0.25,Low Risk
44641,30,1370398,884147,512489,484537,0.35,6,0.58,High Risk
44642,50,596338,714345,159090,193291,0.5,7,0.22,High Risk
44643,21,1814592,990057,977852,424992,0.38,3,0.99,High Risk
44644,24,684428,797914,777801,81018,0.81,2,0.97,High Risk
44645,43,1998572,366661,422301,690194,0.6,6,1.15,High Risk
44646,27,903491,342120,50141,360000,0.51,5,0.15,Low Risk
44647,50,722550,857779,258317,121812,0.98,9,0.3,High Risk
44648,46,594328,76793,83496,200346,0.88,9,1.09,High Risk
44649,21,1697737,903505,703270,425784,0.56,5,0.78,Medium Risk
44650,49,1379094,587179,346311,181161,0.34,2,0.59,Low Risk
44651,45,1548345,968784,820563,142155,0.44,5,0.85,Medium Risk
44652,60,476842,608582,225119,87807,0.36,4,0.37,Low Risk
44653,46,1054045,950135,852520,248973,0.58,9,0.9,High Risk
44654,37,1600717,181363,115830,207491,0.88,9,0.64,High Risk
44655,51,1528863,408656,334882,221921,0.69,3,0.82,Medium Risk
44656,28,909789,507200,218825,282673,0.33,2,0.43,Low Risk
44657,25,1060676,279902,191536,407523,0.49,0,0.68,Medium Risk
44658,21,1910572,706576,144026,615993,0.84,0,0.2,Low Risk
44659,35,779854,89762,27216,276216,0.76,2,0.3,Low Risk
44660,56,736623,520040,53101,142352,0.52,3,0.1,Low Risk
44661,27,991904,765341,329642,297534,0.67,2,0.43,Low Risk
44662,66,1590067,887461,98738,236404,0.32,6,0.11,High Risk
44663,64,1945170,574630,371868,467589,0.73,8,0.65,High Risk
44664,47,946554,97549,13422,286353,0.83,4,0.14,Low Risk
44665,55,243188,379798,117612,94165,0.67,5,0.31,Low Risk
44666,47,204566,426609,256101,30375,0.54,2,0.6,Medium Risk
44667,40,954342,494682,221300,162886,0.37,9,0.45,High Risk
44668,38,1085630,947006,297172,354833,0.45,1,0.31,Low Risk
44669,60,1408068,741493,399822,273521,0.47,1,0.54,Low Risk
44670,22,1274599,82136,15141,303295,0.6,2,0.18,Low Risk
44671,50,673017,405244,352025,115692,0.31,9,0.87,High Risk
44672,58,929187,167303,116810,367771,0.67,1,0.7,Medium Risk
44673,50,1017613,831415,278189,320663,0.36,6,0.33,High Risk
44674,27,1572037,351858,362030,406646,0.62,7,1.03,High Risk
44675,59,697682,326630,61662,82001,0.84,5,0.19,Low Risk
44676,33,1015639,980583,934397,337720,0.79,5,0.95,High Risk
44677,53,509337,326853,43347,140888,0.57,2,0.13,Low Risk
44678,60,1451817,287571,212918,440763,0.59,0,0.74,Medium Risk
44679,50,1909714,767223,574150,632758,0.92,6,0.75,High Risk
44680,50,1778298,447306,115200,520311,0.32,8,0.26,High Risk
44681,43,387241,247811,221440,97839,0.52,7,0.89,High Risk
44682,65,268002,665653,462642,56842,0.44,8,0.7,High Risk
44683,44,416501,385201,146851,42086,0.87,1,0.38,Low Risk
44684,40,786471,351627,315233,151852,0.96,6,0.9,High Risk
44685,48,1548320,88561,54831,597601,0.78,2,0.62,Medium Risk
44686,39,1292553,342766,196542,375750,0.58,1,0.57,Low Risk
44687,69,636012,272494,28906,173777,0.93,0,0.11,Low Risk
44688,33,503776,783599,504887,153877,0.84,6,0.64,High Risk
44689,36,1895510,655219,515488,346367,0.78,4,0.79,Medium Risk
44690,35,838689,187813,187630,70093,0.59,0,1.0,High Risk
44691,31,844088,886498,1020482,239040,0.6,8,1.15,High Risk
44692,32,764841,825596,292023,202416,0.41,5,0.35,Low Risk
44693,42,685283,247154,252964,214756,0.63,9,1.02,High Risk
44694,45,1337629,898805,198109,259835,0.52,9,0.22,High Risk
44695,23,805158,861689,756935,157715,0.98,3,0.88,Medium Risk
44696,44,466820,814347,697955,50796,0.73,1,0.86,Medium Risk
44697,45,1502484,990558,115070,534307,0.32,6,0.12,High Risk
44698,29,1401350,690055,407602,360987,0.85,6,0.59,High Risk
44699,48,1616840,515637,405516,449961,0.66,6,0.79,High Risk
44700,66,1391155,341771,343988,390658,0.63,7,1.01,High Risk
44701,50,752824,977367,1006588,239534,0.73,5,1.03,High Risk
44702,27,1690280,382515,153534,461766,0.67,6,0.4,High Risk
44703,31,261418,503988,372073,79928,0.64,1,0.74,Medium Risk
44704,30,1535321,326189,306709,274505,0.75,1,0.94,High Risk
44705,23,566058,639042,640365,45097,0.35,9,1.0,High Risk
44706,39,436826,887615,476433,67657,0.6,6,0.54,High Risk
44707,22,786238,813926,461159,53435,0.6,5,0.57,Low Risk
44708,37,775460,753722,586585,191804,0.69,6,0.78,High Risk
44709,49,1355282,132246,44055,89588,0.39,3,0.33,Low Risk
44710,22,1710506,296933,214336,128305,0.76,0,0.72,Medium Risk
44711,36,1503361,979315,815587,393371,0.42,0,0.83,Medium Risk
44712,69,1707644,446454,74992,460953,0.83,7,0.17,High Risk
44713,30,1220225,565163,428347,232527,0.7,3,0.76,Medium Risk
44714,24,1198604,500507,541071,64657,0.4,2,1.08,High Risk
44715,63,441887,293650,184800,75150,0.53,1,0.63,Medium Risk
44716,46,1021866,703676,604220,383927,0.31,8,0.86,High Risk
44717,69,1954173,412915,358184,127109,0.89,7,0.87,High Risk
44718,44,1098060,98276,95330,192367,0.68,0,0.97,High Risk
44719,32,1862429,79973,47233,168796,0.81,0,0.59,Low Risk
44720,41,1042834,699622,606224,260000,0.85,6,0.87,High Risk
44721,62,322229,918605,174529,97672,0.4,6,0.19,High Risk
44722,36,1138848,544470,350622,160256,0.76,1,0.64,Medium Risk
44723,56,302330,883798,919261,19607,0.49,3,1.04,High Risk
44724,55,798604,379236,390433,238181,0.95,1,1.03,High Risk
44725,29,1615262,303099,192342,589623,0.65,6,0.63,High Risk
44726,26,1945573,872093,933689,700181,0.3,2,1.07,High Risk
44727,64,1332345,293497,77727,195764,0.52,6,0.26,High Risk
44728,21,1621981,542678,557244,335632,0.77,7,1.03,High Risk
44729,34,1705810,148884,21538,91034,0.33,4,0.14,Low Risk
44730,44,968991,596660,136601,267921,0.3,4,0.23,Low Risk
44731,30,250461,477154,88152,91983,0.47,8,0.18,High Risk
44732,38,1528694,615848,572808,341681,0.36,3,0.93,High Risk
44733,65,997869,172763,156860,235666,0.92,1,0.91,High Risk
44734,29,1674511,78680,58239,118102,0.63,0,0.74,Medium Risk
44735,47,1575101,326864,351779,111697,0.53,1,1.08,High Risk
44736,39,1050362,483715,509982,107495,0.64,3,1.05,High Risk
44737,56,1898340,75258,31012,682440,0.53,7,0.41,High Risk
44738,23,1197174,884396,456360,459425,0.81,1,0.52,Low Risk
44739,58,1897139,95290,113949,445843,0.89,1,1.2,High Risk
44740,29,1055941,243874,196605,78813,0.68,2,0.81,Medium Risk
44741,30,1484545,804958,364386,423379,0.33,4,0.45,Low Risk
44742,29,1953924,542734,625233,286925,0.45,6,1.15,High Risk
44743,37,733545,921829,507113,56757,0.63,5,0.55,Low Risk
44744,62,680510,751205,237187,255555,0.47,8,0.32,High Risk
44745,58,420114,737069,326162,144924,0.38,8,0.44,High Risk
44746,68,1531264,736790,476311,129237,0.8,0,0.65,Medium Risk
44747,69,1646223,366399,271681,657185,0.86,2,0.74,Medium Risk
44748,63,1096989,305548,81372,338043,0.7,6,0.27,High Risk
44749,40,1376157,725005,552317,317911,0.61,4,0.76,Medium Risk
44750,27,770377,385621,233891,69031,0.36,6,0.61,High Risk
44751,24,365799,495964,446830,145412,0.87,6,0.9,High Risk
44752,30,1785943,385543,56106,674806,0.69,0,0.15,Low Risk
44753,41,1992954,52547,62201,411264,0.65,4,1.18,High Risk
44754,34,683348,110877,27114,175995,0.88,9,0.24,High Risk
44755,45,1379634,794385,803633,470995,0.49,9,1.01,High Risk
44756,37,1734131,638009,599805,301488,0.61,7,0.94,High Risk
44757,48,1578662,271135,275853,560401,0.72,9,1.02,High Risk
44758,34,698766,605814,222692,72695,0.97,3,0.37,Low Risk
44759,33,1543620,85232,85565,550432,0.98,9,1.0,High Risk
44760,54,536547,465104,160887,34641,0.75,6,0.35,High Risk
44761,61,1241010,352941,207995,313488,0.45,5,0.59,Low Risk
44762,23,1321266,567322,607382,73403,0.31,9,1.07,High Risk
44763,24,1884457,986461,1127398,309707,0.47,9,1.14,High Risk
44764,64,1544277,347892,196543,358192,0.31,0,0.56,Low Risk
44765,35,467655,282996,209235,57545,0.44,5,0.74,Medium Risk
44766,40,495902,140612,69437,148574,0.52,3,0.49,Low Risk
44767,28,1754995,154418,67969,265154,0.59,0,0.44,Low Risk
44768,25,1465024,241599,173145,228049,0.46,7,0.72,High Risk
44769,22,1508755,850917,140241,530297,0.31,1,0.16,Low Risk
44770,48,1223796,112750,86881,459086,0.67,4,0.77,Medium Risk
44771,42,286167,96673,92522,55547,0.57,0,0.96,High Risk
44772,29,649789,644249,182463,186184,0.76,5,0.28,Low Risk
44773,48,476870,151527,43469,85578,0.59,1,0.29,Low Risk
44774,66,239041,899687,539611,89834,0.7,1,0.6,Medium Risk
44775,21,1561470,98799,70312,420973,0.39,3,0.71,Medium Risk
44776,56,384146,759988,381419,53140,0.5,6,0.5,High Risk
44777,69,272232,588293,232042,104634,0.55,1,0.39,Low Risk
44778,62,611632,497521,375559,183717,0.57,6,0.75,High Risk
44779,22,1571224,395716,114214,459156,0.35,9,0.29,High Risk
44780,58,568406,242887,264156,47875,0.87,9,1.09,High Risk
44781,46,1553393,794265,698324,359091,0.41,0,0.88,Medium Risk
44782,51,978569,174845,66851,57745,0.56,7,0.38,High Risk
44783,61,1284886,84765,76724,461274,0.71,7,0.91,High Risk
44784,39,1971168,487718,352152,745873,0.58,5,0.72,Medium Risk
44785,51,1291626,258671,299039,114084,0.99,5,1.16,High Risk
44786,29,373522,433931,116811,30507,0.61,1,0.27,Low Risk
44787,23,366966,160894,140882,71069,0.98,0,0.88,Medium Risk
44788,58,553330,668110,400200,216882,0.59,4,0.6,Medium Risk
44789,26,1847268,947528,241709,94529,0.4,1,0.26,Low Risk
44790,69,1729406,527899,152290,339509,0.5,8,0.29,High Risk
44791,65,1666178,620920,231515,538076,0.74,2,0.37,Low Risk
44792,65,1805548,844967,639575,287113,0.48,6,0.76,High Risk
44793,27,1577528,590705,456947,409186,0.43,7,0.77,High Risk
44794,61,1757830,609150,381441,343978,0.84,3,0.63,Medium Risk
44795,45,258474,111971,79656,81384,0.42,7,0.71,High Risk
44796,45,552432,763564,891839,29246,0.31,9,1.17,High Risk
44797,21,1654208,559199,428804,544538,0.5,7,0.77,High Risk
44798,42,560373,705219,343318,49730,0.94,9,0.49,High Risk
44799,40,1580259,67841,69117,345571,0.35,9,1.02,High Risk
44800,33,1088000,407993,157377,96381,0.5,8,0.39,High Risk
44801,60,821992,61656,71640,170892,0.67,3,1.16,High Risk
44802,41,225693,281787,162780,83354,0.71,3,0.58,Low Risk
44803,43,226033,673537,336388,39236,0.57,3,0.5,Low Risk
44804,61,1629599,58883,34650,486092,0.39,0,0.59,Low Risk
44805,53,1118192,433362,418854,445847,0.37,6,0.97,High Risk
44806,29,1564946,811289,104940,287240,0.61,9,0.13,High Risk
44807,49,1889134,565751,646248,738674,0.89,8,1.14,High Risk
44808,52,1788862,872784,419329,603385,0.77,0,0.48,Low Risk
44809,31,1897545,637190,645472,749380,0.82,3,1.01,High Risk
44810,56,1880683,542806,490837,708156,0.79,3,0.9,High Risk
44811,49,1111087,775214,99471,77238,0.54,3,0.13,Low Risk
44812,68,204907,965688,871547,29316,0.67,6,0.9,High Risk
44813,51,1891360,683740,374887,679590,0.92,7,0.55,High Risk
44814,34,1412780,869705,856663,231131,0.74,8,0.99,High Risk
44815,45,1724227,951943,547968,640139,0.99,6,0.58,High Risk
44816,46,1101695,567909,442111,332361,0.85,0,0.78,Medium Risk
44817,42,1378859,886111,566764,368545,0.86,2,0.64,Medium Risk
44818,29,1686706,168037,157095,620753,0.68,6,0.93,High Risk
44819,53,896270,228437,165753,117614,0.88,3,0.73,Medium Risk
44820,43,1697077,91076,13526,534916,0.76,3,0.15,Low Risk
44821,55,225117,842576,920965,19768,0.69,3,1.09,High Risk
44822,40,1206662,598865,564169,344967,0.83,3,0.94,High Risk
44823,53,306213,156202,35045,78810,0.73,6,0.22,High Risk
44824,55,1044712,947217,1041066,156043,0.65,6,1.1,High Risk
44825,66,843025,614260,224150,288979,0.88,8,0.36,High Risk
44826,50,1086109,417632,446200,422012,0.98,9,1.07,High Risk
44827,66,1207239,897504,1059281,294537,0.44,4,1.18,High Risk
44828,50,1079089,148309,106637,192882,0.59,8,0.72,High Risk
44829,42,796294,600272,691448,53144,0.42,2,1.15,High Risk
44830,65,1005355,204385,135332,342903,0.98,0,0.66,Medium Risk
44831,21,1434079,578008,610183,117611,0.97,4,1.06,High Risk
44832,35,1862159,730479,154365,374630,0.65,8,0.21,High Risk
44833,45,1753959,559072,596602,169693,0.7,0,1.07,High Risk
44834,40,1566205,523490,99861,445501,0.98,4,0.19,Low Risk
44835,27,226329,700742,166117,48065,0.5,1,0.24,Low Risk
44836,36,1225690,750464,864201,447016,0.33,1,1.15,High Risk
44837,43,406758,136156,160287,48922,0.46,7,1.18,High Risk
44838,41,336314,479568,562590,37221,0.94,0,1.17,High Risk
44839,21,897051,407228,326441,274272,0.33,6,0.8,High Risk
44840,67,1852512,102773,42738,178277,0.67,1,0.42,Low Risk
44841,40,741505,589371,223957,92048,0.64,4,0.38,Low Risk
44842,67,669096,639861,525251,99498,0.93,0,0.82,Medium Risk
44843,39,1531790,200051,72916,239633,0.81,8,0.36,High Risk
44844,26,1205542,639001,227811,170537,0.44,3,0.36,Low Risk
44845,58,1438227,140722,115960,244206,0.46,9,0.82,High Risk
44846,52,1656652,298601,247487,243633,0.93,7,0.83,High Risk
44847,21,1786015,975999,1093717,481967,0.58,2,1.12,High Risk
44848,50,872028,222199,240061,234869,0.35,0,1.08,High Risk
44849,36,633475,583686,64041,138920,0.59,0,0.11,Low Risk
44850,47,1383186,281827,319661,484157,0.73,6,1.13,High Risk
44851,38,1777097,559180,511405,135937,0.5,9,0.91,High Risk
44852,33,1705635,211793,131753,403534,0.91,4,0.62,Medium Risk
44853,64,1822091,669007,194235,370722,0.94,0,0.29,Low Risk
44854,48,1263609,717558,584050,101180,0.8,7,0.81,High Risk
44855,30,1098773,328503,82620,285206,0.38,2,0.25,Low Risk
44856,34,980698,789803,243548,117782,0.58,6,0.31,High Risk
44857,49,1392633,299180,281431,291155,0.7,4,0.94,High Risk
44858,31,485543,336196,332597,135941,0.73,7,0.99,High Risk
44859,47,1086480,484136,124742,168625,0.57,8,0.26,High Risk
44860,64,633221,985001,903244,127197,0.69,3,0.92,High Risk
44861,37,1271660,717741,223991,501779,0.56,9,0.31,High Risk
44862,23,1862129,884876,613921,431770,0.42,6,0.69,High Risk
44863,51,745455,149187,164306,213222,0.87,2,1.1,High Risk
44864,41,1044714,858377,251502,65416,0.83,6,0.29,High Risk
44865,53,977056,424072,211398,184536,0.55,6,0.5,High Risk
44866,21,1627115,444651,400822,477754,0.65,8,0.9,High Risk
44867,26,1146419,899501,598772,411541,0.68,4,0.67,Medium Risk
44868,24,597467,940380,272203,45399,0.43,5,0.29,Low Risk
44869,42,1556988,485944,135768,322500,0.93,5,0.28,Low Risk
44870,33,475365,110336,22663,26354,0.47,2,0.21,Low Risk
44871,64,1491462,126436,75228,409363,0.81,9,0.59,High Risk
44872,50,1819018,73100,24063,718054,0.62,3,0.33,Low Risk
44873,60,1297248,790820,891651,126473,0.54,9,1.13,High Risk
44874,46,334850,670071,494527,110075,0.89,9,0.74,High Risk
44875,59,827605,233690,83890,289937,0.32,3,0.36,Low Risk
44876,59,751820,279978,109377,239993,0.37,8,0.39,High Risk
44877,27,402844,917524,620096,64916,0.64,9,0.68,High Risk
44878,34,1576901,551772,222433,559381,0.81,1,0.4,Low Risk
44879,46,235007,801819,285897,85866,0.97,1,0.36,Low Risk
44880,38,815529,198391,116009,214223,0.85,1,0.58,Low Risk
44881,44,1422069,557424,387676,274951,0.35,5,0.7,Medium Risk
44882,45,448038,287497,63436,90050,0.82,3,0.22,Low Risk
44883,52,1635946,143277,122539,617273,0.48,7,0.86,High Risk
44884,26,1550582,873746,346728,284993,0.63,8,0.4,High Risk
44885,36,1929563,674175,369214,159119,0.89,0,0.55,Low Risk
44886,23,1027918,816934,329079,167003,0.82,7,0.4,High Risk
44887,41,1456087,574933,372421,196090,0.42,5,0.65,Medium Risk
44888,52,1777322,510106,609115,492601,0.37,6,1.19,High Risk
44889,22,677553,72820,69743,46633,0.88,5,0.96,High Risk
44890,67,284057,647228,577937,80531,0.97,4,0.89,Medium Risk
44891,40,537597,258804,212701,116241,0.38,8,0.82,High Risk
44892,31,1160192,71926,36012,298064,0.6,2,0.5,Low Risk
44893,38,755545,336585,237421,129639,0.89,4,0.71,Medium Risk
44894,31,1419181,329185,346768,374176,0.38,4,1.05,High Risk
44895,55,1492638,763937,688833,436516,0.58,7,0.9,High Risk
44896,56,876284,90169,101394,300180,0.45,8,1.12,High Risk
44897,58,1506591,148181,156471,145137,0.43,8,1.06,High Risk
44898,32,1521963,688970,682501,443553,0.99,5,0.99,High Risk
44899,51,1347008,330772,112126,289549,0.63,7,0.34,High Risk
44900,56,579985,121703,82926,170218,0.39,5,0.68,Medium Risk
44901,50,699757,954257,836476,47996,0.99,1,0.88,Medium Risk
44902,64,1550123,844351,462941,170203,0.82,1,0.55,Low Risk
44903,24,310555,231026,91530,62023,0.56,7,0.4,High Risk
44904,22,494912,140473,125065,188894,0.71,8,0.89,High Risk
44905,64,1248114,355665,174161,113441,0.99,9,0.49,High Risk
44906,33,874979,471107,225963,88259,0.88,0,0.48,Low Risk
44907,46,1289348,572497,422550,324150,0.36,5,0.74,Medium Risk
44908,49,1083521,829246,330573,87038,0.31,3,0.4,Low Risk
44909,68,1754890,715378,685101,103406,0.41,5,0.96,High Risk
44910,56,856994,901808,683855,261593,0.34,2,0.76,Medium Risk
44911,48,1798237,515668,447586,291517,0.49,9,0.87,High Risk
44912,28,1847495,199866,133002,653932,0.82,5,0.67,Medium Risk
44913,25,1957441,996291,268515,777483,0.93,2,0.27,Low Risk
44914,52,899491,506810,79917,316787,0.93,3,0.16,Low Risk
44915,50,1643686,226698,154386,320363,0.94,2,0.68,Medium Risk
44916,34,1090392,242672,253513,298560,0.89,4,1.04,High Risk
44917,67,1122354,551941,135043,186870,0.34,9,0.24,High Risk
44918,63,1829766,218550,27451,146915,0.44,5,0.13,Low Risk
44919,30,449703,754204,198888,104184,0.3,6,0.26,High Risk
44920,30,1797315,554094,642616,149114,0.35,2,1.16,High Risk
44921,26,384749,369459,347293,54847,0.72,0,0.94,High Risk
44922,36,1329248,300386,289552,385908,0.93,5,0.96,High Risk
44923,46,1317476,218216,242488,327182,0.94,5,1.11,High Risk
44924,41,471210,395706,234596,36340,0.48,6,0.59,High Risk
44925,56,552238,517646,463248,70278,0.4,3,0.89,Medium Risk
44926,61,1045779,700658,234817,209160,0.83,8,0.34,High Risk
44927,62,1864717,226692,187396,362528,0.94,3,0.83,Medium Risk
44928,50,893146,743796,284283,225473,0.81,6,0.38,High Risk
44929,25,487607,295606,289800,135841,0.88,1,0.98,High Risk
44930,30,1609292,717178,751507,235196,0.67,3,1.05,High Risk
44931,68,535302,678098,540629,160617,0.93,4,0.8,Medium Risk
44932,51,1170533,301570,259493,250294,0.37,8,0.86,High Risk
44933,31,1327859,847230,504360,450295,0.33,3,0.6,Medium Risk
44934,58,550182,411529,74808,47786,0.72,2,0.18,Low Risk
44935,27,1105800,321593,225066,362265,0.78,0,0.7,Medium Risk
44936,32,916609,527143,487793,53999,0.95,1,0.93,High Risk
44937,65,629479,492498,130800,95835,0.55,2,0.27,Low Risk
44938,69,1598437,212374,228486,442945,0.87,4,1.08,High Risk
44939,61,916676,695452,388069,87439,0.88,0,0.56,Low Risk
44940,28,369663,416846,172284,114156,0.82,5,0.41,Low Risk
44941,48,749431,638088,571881,286096,0.72,0,0.9,High Risk
44942,36,1531414,920423,98328,544880,0.42,5,0.11,Low Risk
44943,23,1707327,781749,768752,139307,0.63,0,0.98,High Risk
44944,57,1896560,699181,145355,214317,0.59,8,0.21,High Risk
44945,52,1293215,178836,25114,91621,0.64,6,0.14,High Risk
44946,41,737332,887782,1061969,167175,0.48,6,1.2,High Risk
44947,65,745446,64184,10272,247781,0.83,1,0.16,Low Risk
44948,38,736527,344059,272228,256585,0.64,0,0.79,Medium Risk
44949,68,929081,285317,316719,246993,0.53,7,1.11,High Risk
44950,66,274550,340714,292643,70804,0.73,3,0.86,Medium Risk
44951,31,1949962,173582,54881,460940,0.86,1,0.32,Low Risk
44952,28,736525,58314,19038,145111,0.95,6,0.33,High Risk
44953,32,833279,655438,454087,69325,0.7,1,0.69,Medium Risk
44954,22,644162,988151,165141,65075,0.57,7,0.17,High Risk
44955,61,359732,769955,546878,83837,0.4,4,0.71,Medium Risk
44956,42,729144,793749,470698,227865,0.37,7,0.59,High Risk
44957,29,1422909,884269,467937,464215,0.61,8,0.53,High Risk
44958,34,391988,104513,64323,86677,0.99,7,0.62,High Risk
44959,35,1608671,416204,260671,412873,0.54,1,0.63,Medium Risk
44960,31,325777,814485,552519,26376,0.56,3,0.68,Medium Risk
44961,33,730695,74945,68294,186476,0.92,4,0.91,High Risk
44962,48,1547430,349280,282280,508740,0.66,3,0.81,Medium Risk
44963,45,307507,847674,315675,81994,0.78,6,0.37,High Risk
44964,57,1310388,503300,408719,81584,0.49,9,0.81,High Risk
44965,26,1536075,768755,82881,581212,0.36,3,0.11,Low Risk
44966,57,1030923,469263,299394,250568,0.39,2,0.64,Medium Risk
44967,53,765946,527306,97864,64537,0.81,2,0.19,Low Risk
44968,45,389385,904268,891203,76067,0.79,9,0.99,High Risk
44969,43,395489,171550,38242,24804,0.91,5,0.22,Low Risk
44970,28,1784504,135811,148898,674993,0.64,5,1.1,High Risk
44971,37,867037,241312,144597,208140,0.77,1,0.6,Medium Risk
44972,51,1297182,152424,44917,220029,0.75,5,0.29,Low Risk
44973,46,650725,725371,514359,50394,0.91,6,0.71,High Risk
44974,31,1018328,575789,467777,75849,0.58,5,0.81,Medium Risk
44975,50,1503703,820538,679584,237533,0.69,1,0.83,Medium Risk
44976,31,1508768,632183,636861,354326,0.69,7,1.01,High Risk
44977,23,1167356,838991,633205,272872,0.34,7,0.75,High Risk
44978,60,657944,634644,207078,184692,1.0,2,0.33,Low Risk
44979,60,747155,336586,196695,206351,0.97,3,0.58,Low Risk
44980,41,388624,715007,696449,151746,0.44,9,0.97,High Risk
44981,55,1181043,200968,116462,99689,0.71,7,0.58,High Risk
44982,48,727557,572223,117333,222300,0.84,7,0.21,High Risk
44983,42,1878783,981440,1010875,415962,0.32,8,1.03,High Risk
44984,62,803683,609401,712101,275027,0.44,5,1.17,High Risk
44985,66,1563048,599865,623096,531329,0.94,7,1.04,High Risk
44986,38,782547,987634,105321,287107,0.6,2,0.11,Low Risk
44987,43,869657,575450,688676,321936,0.97,0,1.2,High Risk
44988,46,1133223,756843,453194,133766,0.63,6,0.6,High Risk
44989,55,682225,69627,33052,72375,0.66,4,0.47,Low Risk
44990,49,1351878,399715,108408,138358,0.68,0,0.27,Low Risk
44991,66,318439,182223,147615,47446,0.88,2,0.81,Medium Risk
44992,31,525085,626897,299181,207613,0.82,5,0.48,Low Risk
44993,62,1146389,52664,56831,214131,0.52,9,1.08,High Risk
44994,66,1903465,726515,433567,240385,0.69,7,0.6,High Risk
44995,21,985237,110809,46486,153101,0.95,2,0.42,Low Risk
44996,36,313585,633611,134698,121274,0.93,1,0.21,Low Risk
44997,45,1699304,76284,56278,283265,0.88,8,0.74,High Risk
44998,58,1889751,235426,198457,123128,0.45,5,0.84,Medium Risk
44999,38,1220377,333449,40708,450313,0.92,8,0.12,High Risk
45000,36,701956,844008,912898,275316,0.5,3,1.08,High Risk
45001,39,425292,124274,13280,53394,0.91,6,0.11,High Risk
45002,36,782372,588198,384570,145759,0.56,5,0.65,Medium Risk
45003,25,1243317,963642,358705,234628,0.97,7,0.37,High Risk
45004,47,1047829,619889,719757,290067,0.74,0,1.16,High Risk
45005,64,749025,195543,119710,43911,0.65,9,0.61,High Risk
45006,26,1329062,126481,138293,267375,0.85,9,1.09,High Risk
45007,54,765855,528137,599538,192511,0.83,9,1.14,High Risk
45008,36,774167,80808,42825,64523,0.95,9,0.53,High Risk
45009,43,637960,759512,615813,114384,0.97,2,0.81,Medium Risk
45010,63,1888194,238632,159092,753703,0.34,3,0.67,Medium Risk
45011,64,1377557,447868,196161,94900,0.65,3,0.44,Low Risk
45012,52,682199,633516,474236,253445,0.69,7,0.75,High Risk
45013,63,1817609,237157,149463,296006,0.8,0,0.63,Medium Risk
45014,43,1032290,66630,39573,153510,0.49,2,0.59,Low Risk
45015,40,1737811,140619,66292,449439,0.7,2,0.47,Low Risk
45016,39,1375400,873437,93019,460260,0.47,9,0.11,High Risk
45017,49,1113323,499135,545177,435320,0.3,7,1.09,High Risk
45018,28,977547,337978,130558,105825,0.58,1,0.39,Low Risk
45019,49,1148778,480639,141533,82207,0.41,2,0.29,Low Risk
45020,38,1223568,574106,66158,456908,0.54,9,0.12,High Risk
45021,25,1585539,718913,429152,336090,0.32,8,0.6,High Risk
45022,32,1488432,403522,320957,507431,0.57,3,0.8,Medium Risk
45023,30,1863998,367106,140072,167756,0.99,8,0.38,High Risk
45024,67,766982,174802,48468,124134,0.77,3,0.28,Low Risk
45025,57,465910,526398,348898,64972,0.61,6,0.66,High Risk
45026,37,412177,937987,1124536,70723,0.35,5,1.2,High Risk
